사용월,호선명,지하철역,승차총승객수,하차총승객수
202001,1호선,가능,40313,37549
202001,1호선,가산디지털단지,47994,66628
202001,1호선,간석,34874,33085
202001,1호선,개봉,137012,132656
202001,1호선,관악,48636,44782
202001,1호선,광명,21628,14830
202001,1호선,광운대,46427,46076
202001,1호선,구로,103560,107015
202001,1호선,구일,67159,75325
202001,1호선,군포,33760,30176
202001,1호선,금정,145076,149623
202001,1호선,금천구청,65258,63488
202001,1호선,남영,47905,49209
202001,1호선,노량진,78030,68952
202001,1호선,녹양,28376,26447
202001,1호선,녹천,26551,22001
202001,1호선,당정,31666,30421
202001,1호선,대방,69654,71124
202001,1호선,덕계,13887,12323
202001,1호선,덕정,37671,35851
202001,1호선,도봉,33588,31506
202001,1호선,도봉산,63359,41995
202001,1호선,도원,18782,18835
202001,1호선,도화,23014,20746
202001,1호선,독산,64327,64867
202001,1호선,동대문,107654,121247
202001,1호선,동두천,12929,16616
202001,1호선,동두천중앙,23365,22548
202001,1호선,동묘앞,96607,101504
202001,1호선,동암,106645,106870
202001,1호선,동인천,102535,99079
202001,1호선,두정,37449,39428
202001,1호선,망월사,45241,45998
202001,1호선,명학,38454,36365
202001,1호선,방학,57450,55531
202001,1호선,배방,7434,7058
202001,1호선,백운,47683,46053
202001,1호선,병점,93737,96308
202001,1호선,보산,12701,12825
202001,1호선,봉명,6613,6311
202001,1호선,부개,51705,48317
202001,1호선,부천,247245,253479
202001,1호선,부평,251207,273289
202001,1호선,서동탄,10000,9724
202001,1호선,서빙고,13242,13398
202001,1호선,서울,407138,327663
202001,1호선,서정리,39111,40909
202001,1호선,석계,57035,62387
202001,1호선,석수,57038,51598
202001,1호선,성균관대,81242,82769
202001,1호선,성환,26337,26131
202001,1호선,세류,25035,23945
202001,1호선,세마,17454,15390
202001,1호선,소사,66604,63118
202001,1호선,소요산,33443,27232
202001,1호선,송내,153394,149266
202001,1호선,송탄,35088,34247
202001,1호선,수원,341759,352547
202001,1호선,시청,129531,131997
202001,1호선,신길,49281,41192
202001,1호선,신도림,20693,23011
202001,1호선,신설동,80372,77320
202001,1호선,신이문,49703,45476
202001,1호선,신창,8991,8059
202001,1호선,쌍용,12167,11442
202001,1호선,아산,21752,17977
202001,1호선,안양,150710,151997
202001,1호선,양주,53023,48751
202001,1호선,역곡,159773,156470
202001,1호선,영등포,375516,381211
202001,1호선,오류동,75440,69179
202001,1호선,오산,75554,75510
202001,1호선,오산대,18309,16313
202001,1호선,옥수,341,227
202001,1호선,온수,41302,37918
202001,1호선,온양온천,42584,42196
202001,1호선,왕십리,93812,106969
202001,1호선,외대앞,51870,49714
202001,1호선,용산,319670,308646
202001,1호선,월계,34998,31475
202001,1호선,응봉,10094,8980
202001,1호선,의왕,44275,43245
202001,1호선,의정부,152803,159793
202001,1호선,이촌,25047,18850
202001,1호선,인천,34609,29361
202001,1호선,제기동,122389,128063
202001,1호선,제물포,56789,53951
202001,1호선,종각,209670,191439
202001,1호선,종로3가,205234,194925
202001,1호선,종로5가,143879,142770
202001,1호선,주안,134585,119860
202001,1호선,중동,51581,48067
202001,1호선,지제,17261,15201
202001,1호선,지행,45965,45660
202001,1호선,직산,6179,5979
202001,1호선,진위,8032,6911
202001,1호선,창동,2,0
202001,1호선,천안,59041,55953
202001,1호선,청량리,292565,293160
202001,1호선,평택,109050,108693
202001,1호선,한남,20552,20333
202001,1호선,화서,42297,41019
